subject,label,raw_label,action_name_zh,global_window_index,order_within_action,repetition,source_start_sample,channel,spike_index,spike_time_seconds
1,0,1,食指屈曲,0,1,1,1323,10,1,0.087236971
1,0,1,食指屈曲,0,1,1,1323,10,2,0.110195273
1,0,1,食指屈曲,0,1,1,1323,10,3,0.123906622
1,0,1,食指屈曲,0,1,1,1323,10,4,0.148901788
1,0,1,食指屈曲,0,1,1,1323,10,5,0.163107426
1,0,1,食指屈曲,0,1,1,1323,10,6,0.172617508
1,0,1,食指屈曲,0,1,1,1323,10,7,0.182934208
1,0,1,食指屈曲,0,1,1,1323,10,8,0.193764718
1,0,1,食指屈曲,0,1,1,1323,11,1,0.061350339
1,0,1,食指屈曲,0,1,1,1323,11,2,0.084988403
1,0,1,食指屈曲,0,1,1,1323,11,3,0.099956687
1,0,1,食指屈曲,0,1,1,1323,11,4,0.110935893
1,0,1,食指屈曲,0,1,1,1323,11,5,0.121769462
1,0,1,食指屈曲,0,1,1,1323,11,6,0.134105337
1,0,1,食指屈曲,0,1,1,1323,11,7,0.144874990
1,0,1,食指屈曲,0,1,1,1323,11,8,0.155694803
1,0,1,食指屈曲,0,1,1,1323,11,9,0.164679788
1,0,1,食指屈曲,0,1,1,1323,11,10,0.172610634
1,0,1,食指屈曲,0,1,1,1323,11,11,0.180704542
1,0,1,食指屈曲,0,1,1,1323,11,12,0.189924021
1,0,1,食指屈曲,0,1,1,1323,11,13,0.199986743
1,0,1,食指屈曲,0,1,1,1323,12,1,0.061756606
1,0,1,食指屈曲,0,1,1,1323,12,2,0.082697223
1,0,1,食指屈曲,0,1,1,1323,12,3,0.098844031
1,0,1,食指屈曲,0,1,1,1323,12,4,0.112552078
1,0,1,食指屈曲,0,1,1,1323,12,5,0.123082970
1,0,1,食指屈曲,0,1,1,1323,12,6,0.132152080
1,0,1,食指屈曲,0,1,1,1323,12,7,0.141721656
1,0,1,食指屈曲,0,1,1,1323,12,8,0.151671076
1,0,1,食指屈曲,0,1,1,1323,12,9,0.159973839
1,0,1,食指屈曲,0,1,1,1323,12,10,0.167463512
1,0,1,食指屈曲,0,1,1,1323,12,11,0.174723893
1,0,1,食指屈曲,0,1,1,1323,12,12,0.181482362
1,0,1,食指屈曲,0,1,1,1323,12,13,0.188304249
1,0,1,食指屈曲,0,1,1,1323,12,14,0.195701121
1,0,1,食指屈曲,0,1,1,1323,13,1,0.049331788
1,0,1,食指屈曲,0,1,1,1323,13,2,0.069278963
1,0,1,食指屈曲,0,1,1,1323,13,3,0.085511905
1,0,1,食指屈曲,0,1,1,1323,13,4,0.097174482
1,0,1,食指屈曲,0,1,1,1323,13,5,0.106988183
1,0,1,食指屈曲,0,1,1,1323,13,6,0.115344443
1,0,1,食指屈曲,0,1,1,1323,13,7,0.126586340
1,0,1,食指屈曲,0,1,1,1323,13,8,0.135578606
1,0,1,食指屈曲,0,1,1,1323,13,9,0.143398425
1,0,1,食指屈曲,0,1,1,1323,13,10,0.152751719
1,0,1,食指屈曲,0,1,1,1323,13,11,0.160909996
1,0,1,食指屈曲,0,1,1,1323,13,12,0.167937957
1,0,1,食指屈曲,0,1,1,1323,13,13,0.174484657
1,0,1,食指屈曲,0,1,1,1323,13,14,0.180774230
1,0,1,食指屈曲,0,1,1,1323,13,15,0.186791729
1,0,1,食指屈曲,0,1,1,1323,13,16,0.192887192
1,0,1,食指屈曲,0,1,1,1323,13,17,0.199956061
1,0,1,食指屈曲,0,1,1,1323,14,1,0.053285983
1,0,1,食指屈曲,0,1,1,1323,14,2,0.089628538
1,0,1,食指屈曲,0,1,1,1323,14,3,0.101781306
1,0,1,食指屈曲,0,1,1,1323,14,4,0.114592532
1,0,1,食指屈曲,0,1,1,1323,14,5,0.124592042
1,0,1,食指屈曲,0,1,1,1323,14,6,0.134947946
1,0,1,食指屈曲,0,1,1,1323,14,7,0.144014726
1,0,1,食指屈曲,0,1,1,1323,14,8,0.153212804
1,0,1,食指屈曲,0,1,1,1323,14,9,0.162239804
1,0,1,食指屈曲,0,1,1,1323,14,10,0.169974852
1,0,1,食指屈曲,0,1,1,1323,14,11,0.178840824
1,0,1,食指屈曲,0,1,1,1323,14,12,0.187296458
1,0,1,食指屈曲,0,1,1,1323,14,13,0.194680625
1,0,1,食指屈曲,0,1,1,1323,15,1,0.050075273
1,0,1,食指屈曲,0,1,1,1323,15,2,0.071705028
1,0,1,食指屈曲,0,1,1,1323,15,3,0.086313495
1,0,1,食指屈曲,0,1,1,1323,15,4,0.097340272
1,0,1,食指屈曲,0,1,1,1323,15,5,0.107618382
1,0,1,食指屈曲,0,1,1,1323,15,6,0.117053064
1,0,1,食指屈曲,0,1,1,1323,15,7,0.128302421
1,0,1,食指屈曲,0,1,1,1323,15,8,0.141714285
1,0,1,食指屈曲,0,1,1,1323,15,9,0.153123765
1,0,1,食指屈曲,0,1,1,1323,15,10,0.162983169
1,0,1,食指屈曲,0,1,1,1323,15,11,0.171432836
1,0,1,食指屈曲,0,1,1,1323,15,12,0.179102033
1,0,1,食指屈曲,0,1,1,1323,15,13,0.185996933
1,0,1,食指屈曲,0,1,1,1323,15,14,0.193662309
1,0,1,食指屈曲,0,1,1,1323,16,1,0.054971742
1,0,1,食指屈曲,0,1,1,1323,16,2,0.074681131
1,0,1,食指屈曲,0,1,1,1323,16,3,0.086404201
1,0,1,食指屈曲,0,1,1,1323,16,4,0.100096232
1,0,1,食指屈曲,0,1,1,1323,16,5,0.110644524
1,0,1,食指屈曲,0,1,1,1323,16,6,0.119481168
1,0,1,食指屈曲,0,1,1,1323,16,7,0.127693981
1,0,1,食指屈曲,0,1,1,1323,16,8,0.137483857
1,0,1,食指屈曲,0,1,1,1323,16,9,0.147326201
1,0,1,食指屈曲,0,1,1,1323,16,10,0.155319128
1,0,1,食指屈曲,0,1,1,1323,16,11,0.162180430
1,0,1,食指屈曲,0,1,1,1323,16,12,0.168568990
1,0,1,食指屈曲,0,1,1,1323,16,13,0.174818178
1,0,1,食指屈曲,0,1,1,1323,16,14,0.181434940
1,0,1,食指屈曲,0,1,1,1323,16,15,0.189678837
1,0,1,食指屈曲,0,1,1,1323,16,16,0.197209788
1,0,1,食指屈曲,1,2,6,10388,1,1,0.044432799
1,0,1,食指屈曲,1,2,6,10388,1,2,0.063662728
1,0,1,食指屈曲,1,2,6,10388,1,3,0.079987474
1,0,1,食指屈曲,1,2,6,10388,1,4,0.091961605
1,0,1,食指屈曲,1,2,6,10388,1,5,0.101349633
1,0,1,食指屈曲,1,2,6,10388,1,6,0.111726352
1,0,1,食指屈曲,1,2,6,10388,1,7,0.123369868
1,0,1,食指屈曲,1,2,6,10388,1,8,0.132226754
1,0,1,食指屈曲,1,2,6,10388,1,9,0.139933957
1,0,1,食指屈曲,1,2,6,10388,1,10,0.147076999
1,0,1,食指屈曲,1,2,6,10388,1,11,0.153847435
1,0,1,食指屈曲,1,2,6,10388,1,12,0.162518053
1,0,1,食指屈曲,1,2,6,10388,1,13,0.170515797
1,0,1,食指屈曲,1,2,6,10388,1,14,0.177335643
1,0,1,食指屈曲,1,2,6,10388,1,15,0.183589194
1,0,1,食指屈曲,1,2,6,10388,1,16,0.191076788
1,0,1,食指屈曲,1,2,6,10388,1,17,0.198280424
1,0,1,食指屈曲,1,2,6,10388,2,1,0.057117628
1,0,1,食指屈曲,1,2,6,10388,2,2,0.074213233
1,0,1,食指屈曲,1,2,6,10388,2,3,0.091707296
1,0,1,食指屈曲,1,2,6,10388,2,4,0.104744424
1,0,1,食指屈曲,1,2,6,10388,2,5,0.117762604
1,0,1,食指屈曲,1,2,6,10388,2,6,0.129999638
1,0,1,食指屈曲,1,2,6,10388,2,7,0.140347197
1,0,1,食指屈曲,1,2,6,10388,2,8,0.150281795
1,0,1,食指屈曲,1,2,6,10388,2,9,0.160374953
1,0,1,食指屈曲,1,2,6,10388,2,10,0.169850144
1,0,1,食指屈曲,1,2,6,10388,2,11,0.180959113
1,0,1,食指屈曲,1,2,6,10388,2,12,0.189516076
1,0,1,食指屈曲,1,2,6,10388,2,13,0.199130574
1,0,1,食指屈曲,1,2,6,10388,3,1,0.057649271
1,0,1,食指屈曲,1,2,6,10388,3,2,0.077926672
1,0,1,食指屈曲,1,2,6,10388,3,3,0.091140286
1,0,1,食指屈曲,1,2,6,10388,3,4,0.102622163
1,0,1,食指屈曲,1,2,6,10388,3,5,0.114708967
1,0,1,食指屈曲,1,2,6,10388,3,6,0.126562261
1,0,1,食指屈曲,1,2,6,10388,3,7,0.136036525
1,0,1,食指屈曲,1,2,6,10388,3,8,0.146547551
1,0,1,食指屈曲,1,2,6,10388,3,9,0.159145546
1,0,1,食指屈曲,1,2,6,10388,3,10,0.170821635
1,0,1,食指屈曲,1,2,6,10388,3,11,0.179630393
1,0,1,食指屈曲,1,2,6,10388,3,12,0.187468364
1,0,1,食指屈曲,1,2,6,10388,3,13,0.197044897
1,0,1,食指屈曲,1,2,6,10388,4,1,0.056229786
1,0,1,食指屈曲,1,2,6,10388,4,2,0.076595606
1,0,1,食指屈曲,1,2,6,10388,4,3,0.090376040
1,0,1,食指屈曲,1,2,6,10388,4,4,0.101756600
1,0,1,食指屈曲,1,2,6,10388,4,5,0.116601105
1,0,1,食指屈曲,1,2,6,10388,4,6,0.129004093
1,0,1,食指屈曲,1,2,6,10388,4,7,0.140863738
1,0,1,食指屈曲,1,2,6,10388,4,8,0.151065114
1,0,1,食指屈曲,1,2,6,10388,4,9,0.161572588
1,0,1,食指屈曲,1,2,6,10388,4,10,0.175876421
1,0,1,食指屈曲,1,2,6,10388,4,11,0.185384762
1,0,1,食指屈曲,1,2,6,10388,4,12,0.193513818
1,0,1,食指屈曲,1,2,6,10388,5,1,0.051259255
1,0,1,食指屈曲,1,2,6,10388,5,2,0.069922952
1,0,1,食指屈曲,1,2,6,10388,5,3,0.081287630
1,0,1,食指屈曲,1,2,6,10388,5,4,0.091286508
1,0,1,食指屈曲,1,2,6,10388,5,5,0.100171108
1,0,1,食指屈曲,1,2,6,10388,5,6,0.112173605
1,0,1,食指屈曲,1,2,6,10388,5,7,0.123807359
1,0,1,食指屈曲,1,2,6,10388,5,8,0.132607297
1,0,1,食指屈曲,1,2,6,10388,5,9,0.140083419
1,0,1,食指屈曲,1,2,6,10388,5,10,0.147511686
1,0,1,食指屈曲,1,2,6,10388,5,11,0.156987109
1,0,1,食指屈曲,1,2,6,10388,5,12,0.164978546
1,0,1,食指屈曲,1,2,6,10388,5,13,0.172106312
1,0,1,食指屈曲,1,2,6,10388,5,14,0.178688664
1,0,1,食指屈曲,1,2,6,10388,5,15,0.184858033
1,0,1,食指屈曲,1,2,6,10388,5,16,0.191403992
1,0,1,食指屈曲,1,2,6,10388,5,17,0.199346606
1,0,1,食指屈曲,1,2,6,10388,6,1,0.043127442
1,0,1,食指屈曲,1,2,6,10388,6,2,0.070560193
1,0,1,食指屈曲,1,2,6,10388,6,3,0.082794175
1,0,1,食指屈曲,1,2,6,10388,6,4,0.092962314
1,0,1,食指屈曲,1,2,6,10388,6,5,0.101609770
1,0,1,食指屈曲,1,2,6,10388,6,6,0.109702273
1,0,1,食指屈曲,1,2,6,10388,6,7,0.117573436
1,0,1,食指屈曲,1,2,6,10388,6,8,0.124785667
1,0,1,食指屈曲,1,2,6,10388,6,9,0.131724652
1,0,1,食指屈曲,1,2,6,10388,6,10,0.138252222
1,0,1,食指屈曲,1,2,6,10388,6,11,0.144719904
1,0,1,食指屈曲,1,2,6,10388,6,12,0.153268006
1,0,1,食指屈曲,1,2,6,10388,6,13,0.161283927
1,0,1,食指屈曲,1,2,6,10388,6,14,0.168368851
1,0,1,食指屈曲,1,2,6,10388,6,15,0.176343617
1,0,1,食指屈曲,1,2,6,10388,6,16,0.184577712
1,0,1,食指屈曲,1,2,6,10388,6,17,0.191733068
1,0,1,食指屈曲,1,2,6,10388,6,18,0.198070727
1,0,1,食指屈曲,1,2,6,10388,7,1,0.052817205
1,0,1,食指屈曲,1,2,6,10388,7,2,0.074839748
1,0,1,食指屈曲,1,2,6,10388,7,3,0.086484633
1,0,1,食指屈曲,1,2,6,10388,7,4,0.097141484
1,0,1,食指屈曲,1,2,6,10388,7,5,0.107288754
1,0,1,食指屈曲,1,2,6,10388,7,6,0.118991782
1,0,1,食指屈曲,1,2,6,10388,7,7,0.132261777
1,0,1,食指屈曲,1,2,6,10388,7,8,0.146498244
1,0,1,食指屈曲,1,2,6,10388,7,9,0.156786702
1,0,1,食指屈曲,1,2,6,10388,7,10,0.165486539
1,0,1,食指屈曲,1,2,6,10388,7,11,0.174464986
1,0,1,食指屈曲,1,2,6,10388,7,12,0.182435076
1,0,1,食指屈曲,1,2,6,10388,7,13,0.189958263
1,0,1,食指屈曲,1,2,6,10388,7,14,0.198195413
1,0,1,食指屈曲,1,2,6,10388,8,1,0.041654849
1,0,1,食指屈曲,1,2,6,10388,8,2,0.075434128
1,0,1,食指屈曲,1,2,6,10388,8,3,0.089193757
1,0,1,食指屈曲,1,2,6,10388,8,4,0.100490417
1,0,1,食指屈曲,1,2,6,10388,8,5,0.113128702
1,0,1,食指屈曲,1,2,6,10388,8,6,0.122520360
1,0,1,食指屈曲,1,2,6,10388,8,7,0.132577616
1,0,1,食指屈曲,1,2,6,10388,8,8,0.143010465
1,0,1,食指屈曲,1,2,6,10388,8,9,0.152865819
1,0,1,食指屈曲,1,2,6,10388,8,10,0.160977494
1,0,1,食指屈曲,1,2,6,10388,8,11,0.168110806
1,0,1,食指屈曲,1,2,6,10388,8,12,0.176408136
1,0,1,食指屈曲,1,2,6,10388,8,13,0.185336665
1,0,1,食指屈曲,1,2,6,10388,8,14,0.192667650
1,0,1,食指屈曲,1,2,6,10388,8,15,0.199389099
1,0,1,食指屈曲,1,2,6,10388,9,1,0.049159919
1,0,1,食指屈曲,1,2,6,10388,9,2,0.065261437
1,0,1,食指屈曲,1,2,6,10388,9,3,0.077035510
1,0,1,食指屈曲,1,2,6,10388,9,4,0.086800923
1,0,1,食指屈曲,1,2,6,10388,9,5,0.095211196
1,0,1,食指屈曲,1,2,6,10388,9,6,0.104840990
1,0,1,食指屈曲,1,2,6,10388,9,7,0.115665393
1,0,1,食指屈曲,1,2,6,10388,9,8,0.124191153
1,0,1,食指屈曲,1,2,6,10388,9,9,0.131699307
1,0,1,食指屈曲,1,2,6,10388,9,10,0.138593184
1,0,1,食指屈曲,1,2,6,10388,9,11,0.145089088
1,0,1,食指屈曲,1,2,6,10388,9,12,0.151546658
1,0,1,食指屈曲,1,2,6,10388,9,13,0.157951978
1,0,1,食指屈曲,1,2,6,10388,9,14,0.164798348
1,0,1,食指屈曲,1,2,6,10388,9,15,0.172887486
1,0,1,食指屈曲,1,2,6,10388,9,16,0.180415758
1,0,1,食指屈曲,1,2,6,10388,9,17,0.187106172
1,0,1,食指屈曲,1,2,6,10388,9,18,0.193336190
1,0,1,食指屈曲,1,2,6,10388,10,1,0.078814512
1,0,1,食指屈曲,1,2,6,10388,10,2,0.101749644
1,0,1,食指屈曲,1,2,6,10388,10,3,0.117517489
1,0,1,食指屈曲,1,2,6,10388,10,4,0.133399691
1,0,1,食指屈曲,1,2,6,10388,10,5,0.144529264
1,0,1,食指屈曲,1,2,6,10388,10,6,0.161433891
1,0,1,食指屈曲,1,2,6,10388,10,7,0.174734672
1,0,1,食指屈曲,1,2,6,10388,10,8,0.191813096
1,0,1,食指屈曲,1,2,6,10388,11,1,0.051343776
1,0,1,食指屈曲,1,2,6,10388,11,2,0.087029182
1,0,1,食指屈曲,1,2,6,10388,11,3,0.103132083
1,0,1,食指屈曲,1,2,6,10388,11,4,0.115754854
1,0,1,食指屈曲,1,2,6,10388,11,5,0.126803480
1,0,1,食指屈曲,1,2,6,10388,11,6,0.143047159
1,0,1,食指屈曲,1,2,6,10388,11,7,0.154295650
1,0,1,食指屈曲,1,2,6,10388,11,8,0.166541051
1,0,1,食指屈曲,1,2,6,10388,11,9,0.179154307
1,0,1,食指屈曲,1,2,6,10388,11,10,0.188521197
1,0,1,食指屈曲,1,2,6,10388,11,11,0.195897790
1,0,1,食指屈曲,1,2,6,10388,12,1,0.045176984
1,0,1,食指屈曲,1,2,6,10388,12,2,0.062204020
1,0,1,食指屈曲,1,2,6,10388,12,3,0.078315422
1,0,1,食指屈曲,1,2,6,10388,12,4,0.093154299
1,0,1,食指屈曲,1,2,6,10388,12,5,0.104927982
1,0,1,食指屈曲,1,2,6,10388,12,6,0.115285712
1,0,1,食指屈曲,1,2,6,10388,12,7,0.127510788
1,0,1,食指屈曲,1,2,6,10388,12,8,0.141673780
1,0,1,食指屈曲,1,2,6,10388,12,9,0.152689484
1,0,1,食指屈曲,1,2,6,10388,12,10,0.161284051
1,0,1,食指屈曲,1,2,6,10388,12,11,0.168462354
1,0,1,食指屈曲,1,2,6,10388,12,12,0.175444932
1,0,1,食指屈曲,1,2,6,10388,12,13,0.182882861
1,0,1,食指屈曲,1,2,6,10388,12,14,0.191496968
1,0,1,食指屈曲,1,2,6,10388,12,15,0.199198344
1,0,1,食指屈曲,1,2,6,10388,13,1,0.044617554
1,0,1,食指屈曲,1,2,6,10388,13,2,0.077073533
1,0,1,食指屈曲,1,2,6,10388,13,3,0.090953893
1,0,1,食指屈曲,1,2,6,10388,13,4,0.100734587
1,0,1,食指屈曲,1,2,6,10388,13,5,0.109338330
1,0,1,食指屈曲,1,2,6,10388,13,6,0.117162383
1,0,1,食指屈曲,1,2,6,10388,13,7,0.124905807
1,0,1,食指屈曲,1,2,6,10388,13,8,0.134768514
1,0,1,食指屈曲,1,2,6,10388,13,9,0.143964561
1,0,1,食指屈曲,1,2,6,10388,13,10,0.152000218
1,0,1,食指屈曲,1,2,6,10388,13,11,0.159357348
1,0,1,食指屈曲,1,2,6,10388,13,12,0.166176493
1,0,1,食指屈曲,1,2,6,10388,13,13,0.172610671
1,0,1,食指屈曲,1,2,6,10388,13,14,0.178864890
1,0,1,食指屈曲,1,2,6,10388,13,15,0.184930592
1,0,1,食指屈曲,1,2,6,10388,13,16,0.190756627
1,0,1,食指屈曲,1,2,6,10388,13,17,0.197718709
1,0,1,食指屈曲,1,2,6,10388,14,1,0.060899464
1,0,1,食指屈曲,1,2,6,10388,14,2,0.079459847
1,0,1,食指屈曲,1,2,6,10388,14,3,0.095312707
1,0,1,食指屈曲,1,2,6,10388,14,4,0.105803560
1,0,1,食指屈曲,1,2,6,10388,14,5,0.114571628
1,0,1,食指屈曲,1,2,6,10388,14,6,0.123354712
1,0,1,食指屈曲,1,2,6,10388,14,7,0.131457340
1,0,1,食指屈曲,1,2,6,10388,14,8,0.140039045
1,0,1,食指屈曲,1,2,6,10388,14,9,0.148336960
1,0,1,食指屈曲,1,2,6,10388,14,10,0.155846152
1,0,1,食指屈曲,1,2,6,10388,14,11,0.164737980
1,0,1,食指屈曲,1,2,6,10388,14,12,0.173040528
1,0,1,食指屈曲,1,2,6,10388,14,13,0.180224756
1,0,1,食指屈曲,1,2,6,10388,14,14,0.187663214
1,0,1,食指屈曲,1,2,6,10388,14,15,0.195593666
1,0,1,食指屈曲,1,2,6,10388,15,1,0.058624201
1,0,1,食指屈曲,1,2,6,10388,15,2,0.076411364
1,0,1,食指屈曲,1,2,6,10388,15,3,0.089900555
1,0,1,食指屈曲,1,2,6,10388,15,4,0.101561107
1,0,1,食指屈曲,1,2,6,10388,15,5,0.114103004
1,0,1,食指屈曲,1,2,6,10388,15,6,0.132276135
1,0,1,食指屈曲,1,2,6,10388,15,7,0.147657860
1,0,1,食指屈曲,1,2,6,10388,15,8,0.164231088
1,0,1,食指屈曲,1,2,6,10388,15,9,0.173849566
1,0,1,食指屈曲,1,2,6,10388,15,10,0.185360921
1,0,1,食指屈曲,1,2,6,10388,15,11,0.197542239
1,0,1,食指屈曲,1,2,6,10388,16,1,0.044469474
1,0,1,食指屈曲,1,2,6,10388,16,2,0.061367021
1,0,1,食指屈曲,1,2,6,10388,16,3,0.075761215
1,0,1,食指屈曲,1,2,6,10388,16,4,0.088159139
1,0,1,食指屈曲,1,2,6,10388,16,5,0.097563252
1,0,1,食指屈曲,1,2,6,10388,16,6,0.105924573
1,0,1,食指屈曲,1,2,6,10388,16,7,0.113510861
1,0,1,食指屈曲,1,2,6,10388,16,8,0.120770478
